metro_area,customer_satisfaction,BusinessAcceptsCreditCards,WheelchairAccessible,OutdoorSeating,HasTV,DogsAllowed,GoodForKids,RestaurantsGoodForGroups,DriveThru,RestaurantsPriceRange2,latenight,lunch,dinner,breakfast,HasFreeWiFi
Reno,16,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philadelphia,81,1,NA,1,1,NA,1,1,1,1,0,1,1,1,1
Tucson,129,1,NA,1,0,0,1,1,0,2,0,1,1,0,0
Indianapolis,71,1,1,1,1,NA,1,1,1,1,0,1,1,0,0
St Louis,12,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
Indianapolis,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
Philadelphia,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Santa Barbara,0,1,NA,1,0,NA,1,1,NA,1,NA,NA,NA,NA,1
Indianapolis,42,1,NA,1,1,NA,1,1,NA,1,0,1,0,0,0
Reno,24,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Tampa,15.5,1,NA,0,1,NA,1,0,NA,1,0,0,0,0,1
Tucson,18,1,NA,0,1,NA,1,0,NA,1,0,0,0,0,0
St Louis,0,1,NA,0,1,NA,1,1,1,1,0,0,0,1,1
St Louis,105,1,NA,1,0,NA,1,1,NA,2,0,1,1,0,0
Philadelphia,18,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Nashville,0,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,0
Tampa,0,1,NA,0,1,NA,0,1,NA,1,NA,NA,NA,NA,0
Indianapolis,11,1,NA,0,1,NA,1,1,1,1,0,0,0,1,0
Santa Barbara,31,1,NA,0,1,0,1,1,1,1,0,0,0,0,0
Philadelphia,0,1,NA,0,1,NA,1,0,NA,1,0,1,0,0,NA
Philadelphia,0,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
St Louis,0,1,NA,0,NA,NA,1,1,1,1,0,0,0,0,NA
Reno,12,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Tucson,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tampa,-3.5,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Tampa,5,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1
New Orleans,7.5,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Reno,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Nashville,-6.5,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Philadelphia,19.5,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
St Louis,2.5,1,NA,NA,NA,NA,1,1,NA,1,0,0,0,0,NA
Reno,36,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,0
Reno,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Tucson,0,1,NA,0,0,NA,1,1,1,1,NA,NA,NA,NA,0
Indianapolis,-14,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,1
Philadelphia,6,1,NA,0,1,NA,1,0,NA,1,0,0,0,0,NA
Nashville,17.5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Philadelphia,0,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1
Indianapolis,0,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,1
Nashville,16.5,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
St Louis,0,1,NA,1,1,NA,1,0,0,1,0,0,0,0,0
St Louis,26,1,1,1,1,0,1,1,1,1,0,0,0,0,0
Philadelphia,10,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Tucson,8,1,NA,1,1,NA,1,0,NA,1,0,0,0,0,NA
Indianapolis,-12,1,NA,1,1,NA,1,1,1,1,0,0,0,0,1
Philadelphia,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Tampa,0,1,NA,0,1,NA,1,0,NA,1,NA,1,NA,1,0
St Louis,7.5,NA,NA,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
Philadelphia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA
Philadelphia,0,1,NA,1,1,NA,1,1,1,1,0,0,0,0,0
St Louis,-8,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0
Philadelphia,0,1,NA,0,0,NA,1,0,NA,1,NA,NA,NA,NA,1
Tampa,61.5,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,0,NA
Indianapolis,9,1,1,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
New Orleans,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Indianapolis,11,1,NA,0,1,NA,NA,1,NA,1,0,0,0,0,NA
Philadelphia,96,1,NA,0,0,NA,1,1,1,1,0,1,0,0,1
St Louis,5.5,1,NA,1,1,NA,1,0,1,1,NA,NA,NA,NA,1
Boise,-5,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Philadelphia,5,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Indianapolis,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Tampa,-18,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Philadelphia,5,1,NA,NA,1,NA,1,1,1,1,0,0,0,0,NA
Nashville,-4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Tampa,-22.5,1,NA,0,NA,NA,1,0,NA,1,NA,NA,NA,NA,1
Indianapolis,0,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
Philadelphia,7,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Indianapolis,6.5,1,NA,0,NA,NA,1,1,1,1,NA,NA,NA,NA,1
St Louis,-3.5,0,NA,NA,1,NA,0,0,NA,1,NA,NA,NA,NA,NA
Indianapolis,2.5,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
Tucson,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Nashville,0,1,NA,0,NA,NA,1,0,1,1,NA,NA,NA,NA,NA
Tucson,21,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Philadelphia,-11,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tucson,76,1,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1
Boise,11,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,0,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Nashville,17.5,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tucson,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
Tucson,20,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Reno,0,1,NA,0,1,NA,1,0,1,1,0,1,1,0,0
Nashville,0,1,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0
Nashville,7,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA
Tucson,0,1,NA,0,1,NA,1,1,1,1,0,1,0,1,1
Santa Barbara,40,1,NA,1,NA,1,1,1,NA,2,NA,NA,NA,NA,1
Nashville,-2.5,1,NA,0,1,NA,0,0,NA,1,NA,NA,NA,NA,NA
Tucson,92,1,NA,1,0,NA,1,1,0,1,0,1,1,0,0
Philadelphia,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Indianapolis,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Tucson,14.5,1,NA,0,0,NA,1,0,1,1,NA,NA,NA,NA,NA
Tucson,17,1,NA,0,1,NA,1,0,1,1,NA,NA,NA,NA,1
Tampa,-14,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Indianapolis,-11,1,NA,0,1,NA,0,0,NA,1,NA,NA,NA,NA,NA
Tucson,0,1,NA,0,1,NA,1,1,1,1,0,0,0,1,1
Indianapolis,32,1,NA,1,1,0,NA,1,1,NA,0,0,0,0,1
Nashville,0,1,1,1,1,0,1,0,1,1,NA,NA,NA,NA,0
New Orleans,7,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tucson,79,1,NA,0,1,NA,1,1,NA,2,0,1,1,0,0
Indianapolis,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Philadelphia,9.5,1,NA,0,0,NA,1,0,NA,1,NA,NA,NA,NA,0
Tampa,-4.5,1,NA,1,1,NA,0,0,NA,1,NA,NA,NA,NA,1
Tucson,8,1,NA,NA,NA,NA,1,0,NA,1,NA,NA,NA,NA,NA
St Louis,-9.5,1,NA,0,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA
Reno,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Indianapolis,32,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tucson,12,1,NA,NA,NA,NA,1,0,NA,1,0,0,0,0,NA
Nashville,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Philadelphia,0,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
St Louis,0,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Boise,5,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,1
Tampa,3,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1
St Louis,40,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,1
Indianapolis,0,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,NA
Nashville,-12,1,NA,0,1,NA,1,0,NA,1,0,0,1,0,NA
Indianapolis,64,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,80,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,41,1,NA,1,0,NA,1,1,NA,1,0,1,0,1,1
Indianapolis,10,1,NA,1,1,NA,1,0,1,1,0,0,0,0,NA
New Orleans,-31.5,1,NA,0,1,NA,1,1,1,1,0,0,0,1,1
Reno,10,1,NA,0,0,NA,1,1,NA,1,NA,NA,NA,NA,1
St Louis,-21,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Reno,-22,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,0,0,NA
Indianapolis,-20,1,NA,0,1,NA,1,0,1,1,0,0,0,0,1
Tampa,49.5,1,NA,0,0,NA,1,1,NA,1,0,1,0,0,0
New Orleans,21,1,NA,0,NA,0,NA,NA,NA,2,NA,NA,NA,NA,1
Tucson,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Indianapolis,32,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tampa,86,1,NA,0,1,NA,1,1,1,2,NA,1,1,1,1
Philadelphia,-12.5,1,NA,NA,1,NA,1,0,1,1,0,0,0,0,1
Reno,0,1,NA,1,1,0,1,0,1,2,0,0,0,0,NA
Nashville,13,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,134,1,NA,0,0,NA,1,1,0,1,0,1,1,0,0
Boise,8,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,1
Santa Barbara,16.5,1,NA,1,1,NA,1,0,1,1,0,0,0,0,0
Tucson,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
St Louis,40,1,1,0,1,NA,1,1,1,1,0,1,0,0,0
Indianapolis,0,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,0
Reno,-38,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Indianapolis,0,1,NA,0,1,NA,1,1,NA,2,NA,1,NA,NA,NA
Tucson,27.5,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Indianapolis,0,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
St Louis,11,1,NA,1,1,NA,1,1,NA,1,0,0,0,0,NA
Boise,42,1,1,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Reno,0,1,NA,0,1,NA,1,1,1,1,1,1,0,0,0
Reno,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Tucson,19.5,NA,NA,1,1,NA,NA,NA,NA,1,0,0,0,0,NA
Indianapolis,5,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
Nashville,0,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Indianapolis,0,1,NA,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA
Tucson,0,1,NA,0,1,NA,1,1,0,1,0,0,0,0,0
Indianapolis,5,1,NA,0,0,NA,1,0,NA,2,NA,NA,NA,NA,0
St Louis,0,1,NA,1,1,NA,1,1,NA,2,0,0,0,0,0
Indianapolis,5.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Indianapolis,0,1,NA,1,1,NA,1,1,0,1,0,0,0,0,0
Tampa,3,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0
Reno,5,1,NA,NA,NA,NA,1,0,NA,1,0,0,0,0,0
Tampa,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Tucson,0,1,NA,0,0,NA,1,1,NA,1,NA,NA,NA,NA,0
Tampa,0,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Indianapolis,60.5,1,NA,1,1,0,1,1,1,2,0,1,1,1,1
Philadelphia,9.5,1,NA,0,0,NA,1,0,NA,1,NA,NA,NA,NA,1
Indianapolis,0,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,1
Tucson,12,1,NA,1,1,NA,1,1,1,1,0,0,0,0,1
St Louis,16,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Philadelphia,0,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tucson,12,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Indianapolis,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
Philadelphia,0,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Indianapolis,-12.5,1,NA,0,0,NA,1,0,NA,1,NA,NA,NA,NA,1
St Louis,6,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
New Orleans,5.5,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,1
Tampa,96,1,NA,1,1,0,1,1,1,1,0,1,0,0,1
Indianapolis,-8.5,1,NA,NA,1,NA,1,0,1,1,0,0,0,0,1
Santa Barbara,29,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,1
Philadelphia,4.5,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
Philadelphia,5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1
Tampa,-3,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
St Louis,33,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,1
Tucson,0,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA
Indianapolis,-5.5,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Philadelphia,0,1,NA,NA,NA,NA,1,1,NA,1,0,0,0,0,NA
Nashville,57.5,1,NA,0,1,NA,1,1,NA,1,1,1,0,0,0
Nashville,196,1,NA,0,1,NA,1,1,1,1,0,1,0,0,1
Indianapolis,0,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,1
Boise,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
New Orleans,0,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,NA
Philadelphia,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Boise,0,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,1
Reno,13,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
New Orleans,16.5,1,NA,0,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1
Reno,22.5,1,NA,1,0,NA,1,1,NA,1,0,0,0,0,0
St Louis,21,1,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
New Orleans,17,1,NA,NA,1,NA,NA,NA,NA,1,0,0,0,0,1
Santa Barbara,20,1,NA,0,1,NA,1,1,1,1,0,0,0,1,1
Philadelphia,36,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Indianapolis,12,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Tucson,8,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Philadelphia,79,1,NA,0,1,NA,1,1,1,1,0,1,1,1,0
Nashville,8,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Indianapolis,10.5,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,0
Tampa,-13,1,NA,1,1,NA,1,1,1,1,0,0,0,0,1
St Louis,3.5,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,1
St Louis,33,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Nashville,0,1,1,1,1,0,1,1,1,2,NA,NA,NA,NA,0
Philadelphia,14,1,1,1,1,NA,1,1,1,1,0,1,1,0,0
St Louis,6.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
Philadelphia,12,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,1
Santa Barbara,39,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1
Tucson,11,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tucson,47,1,NA,0,1,NA,1,1,1,1,0,0,0,1,1
Tampa,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tucson,27,1,1,0,0,NA,1,1,1,1,NA,NA,NA,NA,0
Tampa,-4,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,0,0,NA
Tampa,0,1,NA,0,1,NA,1,1,1,1,0,0,0,1,1
Boise,6,1,NA,1,1,NA,1,1,1,1,0,0,0,0,1
Tucson,0,1,NA,NA,1,NA,1,1,NA,1,0,0,0,0,NA
Tucson,24,1,NA,0,NA,0,NA,NA,NA,2,NA,NA,NA,NA,1
Tucson,0,1,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1
Nashville,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,1
Nashville,-9,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Reno,33,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
New Orleans,0,1,NA,1,1,NA,1,1,1,1,0,0,0,0,1
Tucson,7,1,NA,1,1,NA,1,1,1,1,0,1,0,0,0
St Louis,27,1,NA,1,1,NA,1,1,0,1,0,0,0,0,0
Tampa,62,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
St Louis,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Nashville,-6,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
St Louis,63,1,NA,1,0,NA,1,1,NA,1,0,1,1,0,0
Tucson,7.5,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,NA
Boise,-17,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Tampa,29,1,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tampa,0,1,NA,0,1,NA,1,1,1,1,0,0,0,1,1
Tucson,13,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tampa,0,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,0,0,NA
Indianapolis,0,1,NA,0,NA,NA,1,1,NA,1,0,0,0,0,0
Nashville,45,1,NA,1,1,NA,1,1,0,1,0,1,1,0,0
St Louis,21.5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tucson,10,1,NA,0,1,NA,1,1,0,1,0,0,0,0,NA
Boise,3.5,1,NA,1,NA,NA,1,0,NA,1,NA,NA,NA,NA,NA
Tampa,31,1,1,1,1,0,1,0,1,1,0,0,0,0,0
Tucson,41,1,NA,0,1,NA,1,1,1,1,0,1,1,0,0
Indianapolis,-6.5,1,NA,NA,1,NA,1,1,1,1,0,0,0,0,1
Boise,0,1,NA,1,1,NA,1,1,1,2,0,1,0,0,1
Boise,36,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
St Louis,210,1,1,1,0,NA,1,1,1,1,0,1,1,1,1
Tucson,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Tampa,6,1,NA,1,0,NA,1,1,NA,1,NA,NA,NA,NA,0
Nashville,-6.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Nashville,-5.5,1,NA,0,NA,NA,1,1,1,1,NA,NA,NA,NA,1
Indianapolis,18,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Indianapolis,8,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
Boise,23,1,1,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Indianapolis,-10,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Indianapolis,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
St Louis,50,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tampa,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Tucson,11.5,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,0
New Orleans,-5.5,1,NA,NA,NA,NA,1,0,1,1,0,0,0,0,NA
Tampa,0,1,NA,NA,1,NA,1,0,1,1,NA,NA,NA,NA,0
Tucson,13.5,1,NA,0,1,0,1,1,NA,1,NA,NA,NA,NA,1
Indianapolis,5,1,NA,0,1,NA,1,0,NA,2,0,0,0,0,0
Philadelphia,-9,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,1
Philadelphia,10,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Reno,0,1,NA,0,1,NA,1,0,NA,1,0,1,0,0,1
Reno,30,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
Indianapolis,10,1,NA,1,1,NA,1,0,1,1,NA,NA,NA,NA,NA
Nashville,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Tucson,-8,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
Indianapolis,4,NA,NA,NA,1,NA,NA,NA,1,1,0,0,0,0,NA
New Orleans,-10.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,1
Philadelphia,11,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Indianapolis,-10.5,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Boise,9,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
St Louis,-26,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Philadelphia,-10,1,NA,NA,1,NA,NA,NA,NA,1,0,0,0,0,NA
Philadelphia,15,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Reno,75,1,NA,1,NA,0,1,NA,NA,2,NA,NA,NA,NA,1
Tampa,0,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tucson,-6.5,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tampa,0,1,NA,0,1,NA,1,1,1,1,0,1,0,0,1
Tampa,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
Tucson,20,1,NA,0,1,NA,1,1,1,1,0,1,0,0,1
Indianapolis,7,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
St Louis,-6.5,1,NA,1,1,NA,1,0,NA,1,NA,NA,NA,NA,NA
Tucson,24,1,NA,0,1,NA,1,1,1,1,1,1,0,1,1
Reno,-3.5,1,NA,1,0,NA,0,0,NA,1,NA,NA,NA,NA,1
Nashville,32,1,1,1,0,1,NA,1,1,1,0,0,0,0,1
Philadelphia,3.5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tucson,-5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Tampa,18,1,NA,1,1,NA,1,1,1,1,0,0,0,0,1
Tucson,75,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Indianapolis,0,1,NA,1,1,NA,1,0,1,1,NA,NA,NA,NA,NA
St Louis,-6,1,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
Reno,66,1,NA,0,1,NA,1,1,NA,1,NA,NA,1,NA,0
Reno,0,1,NA,0,1,NA,1,0,NA,1,0,0,0,0,0
Philadelphia,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nashville,-3.5,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tucson,0,1,NA,1,1,NA,1,1,1,1,0,1,1,0,0
Indianapolis,10.5,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,NA
St Louis,-9.5,1,NA,0,1,NA,1,0,1,1,NA,NA,NA,NA,NA
Boise,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tucson,15.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Tampa,-7.5,1,NA,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Reno,36,1,NA,1,1,NA,1,1,1,1,1,1,1,0,0
Tampa,33,1,NA,1,1,NA,1,1,1,1,0,1,0,0,1
St Louis,-21.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Tampa,6.5,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA
Boise,-10.5,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Philadelphia,0,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA
Indianapolis,36,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,0,1,NA,0,NA,NA,1,1,1,1,0,0,0,0,1
Tampa,4,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,NA
Tampa,94,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tucson,7.5,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,0
Indianapolis,0,1,NA,0,1,NA,1,0,1,1,0,0,0,0,NA
Philadelphia,-25,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Tampa,52.5,1,NA,1,1,NA,1,1,NA,1,0,1,0,0,1
Philadelphia,-13.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Philadelphia,34,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Nashville,7,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,1
Philadelphia,-15,1,NA,NA,NA,NA,1,NA,1,1,0,0,0,0,1
Santa Barbara,30,1,NA,1,0,NA,1,1,NA,1,0,1,0,0,NA
Tucson,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nashville,60,1,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,1
